symbol='MAINIDX', expiryDate='27JUL23', strike='19350', option='PE', LTP=71510, LTQ=50, totalTradedVolume=50, bestBid=70840, bestAsk=71990, bestBidQty=150, bestAskQty=200, openInterest=1850, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472982, prevClosePrice=8550, prevOpenInterest=8200
symbol='MAINIDX', expiryDate='06JUL23', strike='16550', option='CE', LTP=200000, LTQ=0, totalTradedVolume=0, bestBid=201565, bestAsk=202800, bestBidQty=200, bestAskQty=700, openInterest=0, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=473045, prevClosePrice=9500, prevOpenInterest=9000
symbol='ALLBANKS', expiryDate='28SEP23', strike='47500', option='CE', LTP=18025, LTQ=30, totalTradedVolume=30, bestBid=15500, bestAsk=21845, bestBidQty=15, bestAskQty=15, openInterest=225, timestamp=Sun Jul 02 20:56:53 IST 2023, sequence=471575, prevClosePrice=1140, prevOpenInterest=120
symbol='ALLBANKS', expiryDate='27JUL23', strike='39200', option='PE', LTP=1800, LTQ=0, totalTradedVolume=0, bestBid=1800, bestAsk=1800, bestBidQty=0, bestAskQty=0, openInterest=225, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472500, prevClosePrice=4100, prevOpenInterest=525
symbol='MAINIDX', expiryDate='27JUL23', strike='17600', option='CE', LTP=105800, LTQ=0, totalTradedVolume=0, bestBid=104245, bestAsk=105025, bestBidQty=150, bestAskQty=50, openInterest=89850, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472941, prevClosePrice=8050, prevOpenInterest=6250
symbol='MAINIDX', expiryDate='31AUG23', strike='18500', option='CE', LTP=42500, LTQ=50, totalTradedVolume=50, bestBid=42535, bestAsk=42725, bestBidQty=50, bestAskQty=100, openInterest=276950, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471912, prevClosePrice=19800, prevOpenInterest=16750
symbol='MAINIDX', expiryDate='06JUL23', strike='18800', option='PE', LTP=23820, LTQ=37350, totalTradedVolume=37350, bestBid=23810, bestAsk=23845, bestBidQty=100, bestAskQty=50, openInterest=441300, timestamp=Sun Jul 02 20:56:53 IST 2023, sequence=471586, prevClosePrice=116500, prevOpenInterest=62650
symbol='MAINIDX', expiryDate='28SEP23', strike='17000', option='CE', LTP=184000, LTQ=0, totalTradedVolume=0, bestBid=179950, bestAsk=183370, bestBidQty=50, bestAskQty=500, openInterest=200, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472237, prevClosePrice=3000, prevOpenInterest=2550
symbol='ALLBANKS', expiryDate='27JUL23', strike='46200', option='CE', LTP=4360, LTQ=500, totalTradedVolume=500, bestBid=4355, bestAsk=4415, bestBidQty=750, bestAskQty=50, openInterest=14750, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471981, prevClosePrice=22075, prevOpenInterest=11075
symbol='MAINIDX', expiryDate='06JUL23', strike='19700', option='CE', LTP=135, LTQ=2900, totalTradedVolume=2900, bestBid=135, bestAsk=140, bestBidQty=40200, bestAskQty=51550, openInterest=1073550, timestamp=Sun Jul 02 20:56:53 IST 2023, sequence=471627, prevClosePrice=1262250, prevOpenInterest=225400
symbol='MAINIDX', expiryDate='06JUL23', strike='19650', option='PE', LTP=106690, LTQ=0, totalTradedVolume=0, bestBid=106200, bestAsk=108990, bestBidQty=1400, bestAskQty=600, openInterest=0, timestamp=Sun Jul 02 20:56:53 IST 2023, sequence=471654, prevClosePrice=13350, prevOpenInterest=13100
symbol='FINANCIALS', expiryDate='11JUL23', strike='19650', option='CE', LTP=15444, LTQ=0, totalTradedVolume=0, bestBid=5600, bestAsk=13194, bestBidQty=40, bestAskQty=80, openInterest=0, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472504, prevClosePrice=4120, prevOpenInterest=240
symbol='ALLBANKS', expiryDate='20JUL23', strike='50000', option='CE', LTP=650, LTQ=0, totalTradedVolume=0, bestBid=650, bestAsk=650, bestBidQty=0, bestAskQty=0, openInterest=1725, timestamp=Sun Jul 02 20:56:53 IST 2023, sequence=471649, prevClosePrice=13275, prevOpenInterest=7425
symbol='MAINIDX', expiryDate='20JUL23', strike='18400', option='CE', LTP=30850, LTQ=0, totalTradedVolume=0, bestBid=30060, bestAsk=30645, bestBidQty=100, bestAskQty=500, openInterest=19450, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471842, prevClosePrice=18000, prevOpenInterest=10850
symbol='FINANCIALS', expiryDate='29AUG23', strike='', option='XX', LTP=1959730, LTQ=0, totalTradedVolume=0, bestBid=1952415, bestAsk=1960095, bestBidQty=40, bestAskQty=40, openInterest=960, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472539, prevClosePrice=4280, prevOpenInterest=7600
symbol='ALLBANKS', expiryDate='06JUL23', strike='40000', option='PE', LTP=365, LTQ=12475, totalTradedVolume=12475, bestBid=365, bestAsk=370, bestBidQty=2350, bestAskQty=9975, openInterest=510350, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472495, prevClosePrice=409700, prevOpenInterest=57525
symbol='ALLBANKS', expiryDate='06JUL23', strike='44300', option='PE', LTP=41815, LTQ=167400, totalTradedVolume=167400, bestBid=41835, bestAsk=41905, bestBidQty=150, bestAskQty=50, openInterest=527675, timestamp=Sun Jul 02 20:56:53 IST 2023, sequence=471523, prevClosePrice=106750, prevOpenInterest=80000
symbol='ALLBANKS', expiryDate='28SEP23', strike='42000', option='PE', LTP=70640, LTQ=0, totalTradedVolume=0, bestBid=35160, bestAsk=53150, bestBidQty=300, bestAskQty=465, openInterest=0, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472235, prevClosePrice=300, prevOpenInterest=1095
symbol='ALLBANKS', expiryDate='13JUL23', strike='45000', option='PE', LTP=101700, LTQ=325, totalTradedVolume=325, bestBid=100020, bestAsk=100325, bestBidQty=100, bestAskQty=250, openInterest=15125, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471757, prevClosePrice=15550, prevOpenInterest=9850
symbol='MAINIDX', expiryDate='27JUL23', strike='16400', option='PE', LTP=500, LTQ=50, totalTradedVolume=50, bestBid=480, bestAsk=509, bestBidQty=100, bestAskQty=2100, openInterest=112200, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471872, prevClosePrice=18500, prevOpenInterest=12250
symbol='MAINIDX', expiryDate='27JUL23', strike='18850', option='CE', LTP=9195, LTQ=1250, totalTradedVolume=1250, bestBid=9200, bestAsk=9240, bestBidQty=850, bestAskQty=300, openInterest=176100, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472552, prevClosePrice=43750, prevOpenInterest=31750
symbol='ALLBANKS', expiryDate='20JUL23', strike='44500', option='PE', LTP=62170, LTQ=0, totalTradedVolume=0, bestBid=68480, bestAsk=72005, bestBidQty=150, bestAskQty=100, openInterest=4100, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472332, prevClosePrice=3275, prevOpenInterest=800
symbol='ALLBANKS', expiryDate='06JUL23', strike='42700', option='CE', LTP=135000, LTQ=75, totalTradedVolume=75, bestBid=134635, bestAsk=135425, bestBidQty=225, bestAskQty=25, openInterest=3900, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472795, prevClosePrice=60975, prevOpenInterest=16375
symbol='ALLBANKS', expiryDate='27JUL23', strike='36500', option='PE', LTP=900, LTQ=0, totalTradedVolume=0, bestBid=900, bestAsk=900, bestBidQty=0, bestAskQty=0, openInterest=1825, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472740, prevClosePrice=5725, prevOpenInterest=2575
symbol='MAINIDX', expiryDate='20JUL23', strike='19900', option='CE', LTP=300, LTQ=0, totalTradedVolume=0, bestBid=300, bestAsk=300, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472005, prevClosePrice=22900, prevOpenInterest=7250
symbol='ALLBANKS', expiryDate='27JUL23', strike='43700', option='PE', LTP=39580, LTQ=3900, totalTradedVolume=3900, bestBid=39410, bestAsk=39570, bestBidQty=100, bestAskQty=100, openInterest=103075, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471857, prevClosePrice=18300, prevOpenInterest=14850
symbol='FINANCIALS', expiryDate='11JUL23', strike='19900', option='CE', LTP=1530, LTQ=280, totalTradedVolume=280, bestBid=1525, bestAsk=1670, bestBidQty=40, bestAskQty=40, openInterest=9360, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472699, prevClosePrice=54320, prevOpenInterest=7680
symbol='MAINIDX', expiryDate='20JUL23', strike='18150', option='CE', LTP=49375, LTQ=0, totalTradedVolume=0, bestBid=49995, bestAsk=57635, bestBidQty=150, bestAskQty=450, openInterest=0, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471963, prevClosePrice=2150, prevOpenInterest=6750
symbol='MAINIDX', expiryDate='30DEC27', strike='18000', option='PE', LTP=97000, LTQ=0, totalTradedVolume=0, bestBid=97000, bestAsk=97000, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472226, prevClosePrice=2950, prevOpenInterest=9950
symbol='ALLBANKS', expiryDate='20JUL23', strike='43000', option='PE', LTP=15000, LTQ=0, totalTradedVolume=0, bestBid=15005, bestAsk=15755, bestBidQty=100, bestAskQty=100, openInterest=13125, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472792, prevClosePrice=6075, prevOpenInterest=2600
symbol='MAINIDX', expiryDate='06JUL23', strike='17200', option='PE', LTP=170, LTQ=9600, totalTradedVolume=9600, bestBid=165, bestAsk=170, bestBidQty=11450, bestAskQty=12750, openInterest=464350, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472798, prevClosePrice=611000, prevOpenInterest=108150
symbol='ALLBANKS', expiryDate='27JUL23', strike='40600', option='CE', LTP=319460, LTQ=0, totalTradedVolume=0, bestBid=313160, bestAsk=370375, bestBidQty=750, bestAskQty=750, openInterest=0, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472436, prevClosePrice=3750, prevOpenInterest=3950
symbol='MAINIDX', expiryDate='31AUG23', strike='17000', option='CE', LTP=174000, LTQ=0, totalTradedVolume=0, bestBid=171000, bestAsk=171700, bestBidQty=100, bestAskQty=50, openInterest=22850, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472576, prevClosePrice=4550, prevOpenInterest=4350
symbol='ALLBANKS', expiryDate='06JUL23', strike='41800', option='PE', LTP=810, LTQ=27950, totalTradedVolume=27950, bestBid=800, bestAsk=810, bestBidQty=5900, bestAskQty=1725, openInterest=325375, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472327, prevClosePrice=326700, prevOpenInterest=28525
symbol='MAINIDX', expiryDate='31AUG23', strike='18450', option='PE', LTP=19095, LTQ=0, totalTradedVolume=0, bestBid=19075, bestAsk=19395, bestBidQty=50, bestAskQty=50, openInterest=14950, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472826, prevClosePrice=6350, prevOpenInterest=4600
symbol='MAINIDX', expiryDate='20JUL23', strike='19650', option='CE', LTP=400, LTQ=0, totalTradedVolume=0, bestBid=400, bestAsk=400, bestBidQty=0, bestAskQty=0, openInterest=2350, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471969, prevClosePrice=21650, prevOpenInterest=11750
symbol='ALLBANKS', expiryDate='27JUL23', strike='42200', option='PE', LTP=9840, LTQ=400, totalTradedVolume=400, bestBid=9820, bestAsk=9895, bestBidQty=725, bestAskQty=25, openInterest=72525, timestamp=Sun Jul 02 20:56:53 IST 2023, sequence=471645, prevClosePrice=13225, prevOpenInterest=15150
symbol='ALLBANKS', expiryDate='27JUL23', strike='44900', option='CE', LTP=24590, LTQ=225, totalTradedVolume=225, bestBid=24790, bestAsk=24925, bestBidQty=25, bestAskQty=100, openInterest=57800, timestamp=Sun Jul 02 20:56:53 IST 2023, sequence=471549, prevClosePrice=10975, prevOpenInterest=7675
symbol='FINANCIALS', expiryDate='04JUL23', strike='19500', option='PE', LTP=13015, LTQ=258360, totalTradedVolume=258360, bestBid=13010, bestAsk=13030, bestBidQty=80, bestAskQty=40, openInterest=1574440, timestamp=Sun Jul 02 20:56:53 IST 2023, sequence=471635, prevClosePrice=129520, prevOpenInterest=69360
symbol='FINANCIALS', expiryDate='04JUL23', strike='18950', option='CE', LTP=42445, LTQ=0, totalTradedVolume=0, bestBid=45000, bestAsk=46820, bestBidQty=40, bestAskQty=3200, openInterest=0, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472381, prevClosePrice=34760, prevOpenInterest=13080
symbol='ALLBANKS', expiryDate='27JUL23', strike='46600', option='PE', LTP=281830, LTQ=0, totalTradedVolume=0, bestBid=227880, bestAsk=277485, bestBidQty=750, bestAskQty=800, openInterest=0, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472252, prevClosePrice=3025, prevOpenInterest=2175
symbol='MAINIDX', expiryDate='27JUL23', strike='16000', option='CE', LTP=264500, LTQ=0, totalTradedVolume=0, bestBid=261640, bestAsk=262885, bestBidQty=450, bestAskQty=450, openInterest=390650, timestamp=Sun Jul 02 20:56:53 IST 2023, sequence=471580, prevClosePrice=11500, prevOpenInterest=4700
symbol='MAINIDX', expiryDate='06JUL23', strike='17000', option='PE', LTP=145, LTQ=16800, totalTradedVolume=16800, bestBid=140, bestAsk=145, bestBidQty=37850, bestAskQty=105300, openInterest=2476400, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471908, prevClosePrice=1960400, prevOpenInterest=323150
symbol='ALLBANKS', expiryDate='27JUL23', strike='35000', option='PE', LTP=750, LTQ=25, totalTradedVolume=25, bestBid=700, bestAsk=755, bestBidQty=500, bestAskQty=50, openInterest=10725, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472880, prevClosePrice=7075, prevOpenInterest=2150
symbol='MAINIDX', expiryDate='13JUL23', strike='19300', option='PE', LTP=69585, LTQ=0, totalTradedVolume=0, bestBid=69585, bestAsk=69585, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:56:53 IST 2023, sequence=471587, prevClosePrice=11700, prevOpenInterest=11700
symbol='MAINIDX', expiryDate='31AUG23', strike='18700', option='PE', LTP=28489, LTQ=0, totalTradedVolume=0, bestBid=28600, bestAsk=28795, bestBidQty=50, bestAskQty=50, openInterest=97150, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471694, prevClosePrice=14050, prevOpenInterest=12850
symbol='ALLBANKS', expiryDate='06JUL23', strike='41600', option='PE', LTP=690, LTQ=13275, totalTradedVolume=13275, bestBid=685, bestAsk=690, bestBidQty=2450, bestAskQty=75, openInterest=139425, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472168, prevClosePrice=274350, prevOpenInterest=30275
symbol='ALLBANKS', expiryDate='13JUL23', strike='43600', option='CE', LTP=69070, LTQ=1100, totalTradedVolume=1100, bestBid=69570, bestAsk=69895, bestBidQty=25, bestAskQty=25, openInterest=9525, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471731, prevClosePrice=14875, prevOpenInterest=12325
symbol='MAINIDX', expiryDate='06JUL23', strike='16950', option='PE', LTP=140, LTQ=0, totalTradedVolume=0, bestBid=140, bestAsk=145, bestBidQty=8100, bestAskQty=6700, openInterest=40300, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471824, prevClosePrice=175300, prevOpenInterest=53050
symbol='FINANCIALS', expiryDate='04JUL23', strike='19000', option='CE', LTP=41175, LTQ=840, totalTradedVolume=840, bestBid=41365, bestAsk=41535, bestBidQty=40, bestAskQty=40, openInterest=32440, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472434, prevClosePrice=37480, prevOpenInterest=16880
symbol='MAINIDX', expiryDate='06JUL23', strike='19250', option='CE', LTP=160, LTQ=41550, totalTradedVolume=41550, bestBid=160, bestAsk=165, bestBidQty=33500, bestAskQty=64750, openInterest=1988750, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472047, prevClosePrice=239950, prevOpenInterest=228800
symbol='ALLBANKS', expiryDate='06JUL23', strike='45600', option='CE', LTP=770, LTQ=45050, totalTradedVolume=45050, bestBid=760, bestAsk=765, bestBidQty=3475, bestAskQty=50, openInterest=451200, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472611, prevClosePrice=480525, prevOpenInterest=32425
symbol='MAINIDX', expiryDate='31AUG23', strike='17200', option='PE', LTP=2295, LTQ=550, totalTradedVolume=550, bestBid=2220, bestAsk=2265, bestBidQty=50, bestAskQty=50, openInterest=392200, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472431, prevClosePrice=37150, prevOpenInterest=10250
symbol='ALLBANKS', expiryDate='31AUG23', strike='44700', option='PE', LTP=107500, LTQ=0, totalTradedVolume=0, bestBid=108045, bestAsk=112650, bestBidQty=15, bestAskQty=15, openInterest=1065, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471750, prevClosePrice=1545, prevOpenInterest=570
symbol='MAINIDX', expiryDate='13JUL23', strike='18750', option='CE', LTP=6270, LTQ=4550, totalTradedVolume=4550, bestBid=6275, bestAsk=6300, bestBidQty=100, bestAskQty=100, openInterest=125400, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472818, prevClosePrice=62550, prevOpenInterest=43000
symbol='MAINIDX', expiryDate='28SEP23', strike='18600', option='CE', LTP=51510, LTQ=0, totalTradedVolume=0, bestBid=49940, bestAsk=50715, bestBidQty=50, bestAskQty=50, openInterest=4750, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472674, prevClosePrice=5250, prevOpenInterest=5500
symbol='MAINIDX', expiryDate='28SEP23', strike='18550', option='PE', LTP=29185, LTQ=0, totalTradedVolume=0, bestBid=27314, bestAsk=29035, bestBidQty=50, bestAskQty=700, openInterest=0, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471889, prevClosePrice=1900, prevOpenInterest=750
symbol='ALLBANKS', expiryDate='31AUG23', strike='47000', option='CE', LTP=8940, LTQ=45, totalTradedVolume=45, bestBid=8705, bestAsk=8850, bestBidQty=45, bestAskQty=90, openInterest=59490, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472929, prevClosePrice=7770, prevOpenInterest=8550
symbol='FINANCIALS', expiryDate='11JUL23', strike='18800', option='PE', LTP=1500, LTQ=400, totalTradedVolume=400, bestBid=1415, bestAsk=1600, bestBidQty=40, bestAskQty=400, openInterest=4680, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472379, prevClosePrice=34640, prevOpenInterest=11960
symbol='ALLBANKS', expiryDate='06JUL23', strike='43000', option='PE', LTP=3990, LTQ=246975, totalTradedVolume=246975, bestBid=3945, bestAsk=3954, bestBidQty=700, bestAskQty=50, openInterest=2105650, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472479, prevClosePrice=397775, prevOpenInterest=146575
symbol='MAINIDX', expiryDate='28DEC23', strike='20000', option='PE', LTP=107755, LTQ=0, totalTradedVolume=0, bestBid=107240, bestAsk=108440, bestBidQty=50, bestAskQty=50, openInterest=125500, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472220, prevClosePrice=2950, prevOpenInterest=1300
symbol='MAINIDX', expiryDate='31AUG23', strike='18050', option='CE', LTP=74745, LTQ=0, totalTradedVolume=0, bestBid=74740, bestAsk=78070, bestBidQty=50, bestAskQty=50, openInterest=0, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472160, prevClosePrice=2700, prevOpenInterest=5050
symbol='ALLBANKS', expiryDate='27JUL23', strike='42000', option='CE', LTP=218500, LTQ=25, totalTradedVolume=25, bestBid=217980, bestAsk=219485, bestBidQty=50, bestAskQty=50, openInterest=143275, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471772, prevClosePrice=16025, prevOpenInterest=5850
symbol='FINANCIALS', expiryDate='04JUL23', strike='20800', option='CE', LTP=55, LTQ=280, totalTradedVolume=280, bestBid=50, bestAsk=55, bestBidQty=17880, bestAskQty=7960, openInterest=714240, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472847, prevClosePrice=661600, prevOpenInterest=176440
symbol='ALLBANKS', expiryDate='27JUL23', strike='43500', option='CE', LTP=94740, LTQ=2125, totalTradedVolume=2125, bestBid=94595, bestAsk=94880, bestBidQty=450, bestAskQty=25, openInterest=297800, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471930, prevClosePrice=20250, prevOpenInterest=14325
symbol='ALLBANKS', expiryDate='06JUL23', strike='44500', option='PE', LTP=55825, LTQ=75300, totalTradedVolume=75300, bestBid=55854, bestAsk=55900, bestBidQty=25, bestAskQty=25, openInterest=511700, timestamp=Sun Jul 02 20:56:53 IST 2023, sequence=471539, prevClosePrice=109000, prevOpenInterest=51475
symbol='MAINIDX', expiryDate='06JUL23', strike='18200', option='CE', LTP=38325, LTQ=4350, totalTradedVolume=4350, bestBid=38315, bestAsk=38415, bestBidQty=600, bestAskQty=500, openInterest=250500, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=473009, prevClosePrice=90750, prevOpenInterest=51600
symbol='ALLBANKS', expiryDate='06JUL23', strike='40200', option='PE', LTP=380, LTQ=100, totalTradedVolume=100, bestBid=375, bestAsk=385, bestBidQty=3875, bestAskQty=1800, openInterest=26925, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472030, prevClosePrice=236050, prevOpenInterest=15000
symbol='MAINIDX', expiryDate='27JUL23', strike='12200', option='PE', LTP=315, LTQ=0, totalTradedVolume=0, bestBid=315, bestAsk=315, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472309, prevClosePrice=3200, prevOpenInterest=2200
symbol='MAINIDX', expiryDate='06JUL23', strike='18150', option='PE', LTP=700, LTQ=145350, totalTradedVolume=145350, bestBid=695, bestAsk=700, bestBidQty=3050, bestAskQty=8350, openInterest=1980200, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472410, prevClosePrice=362600, prevOpenInterest=181150
symbol='MAINIDX', expiryDate='27JUL23', strike='17150', option='CE', LTP=141840, LTQ=0, totalTradedVolume=0, bestBid=147835, bestAsk=149890, bestBidQty=650, bestAskQty=200, openInterest=0, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472828, prevClosePrice=6350, prevOpenInterest=5300
symbol='MAINIDX', expiryDate='13JUL23', strike='17700', option='CE', LTP=85815, LTQ=0, totalTradedVolume=0, bestBid=90020, bestAsk=93285, bestBidQty=300, bestAskQty=200, openInterest=600, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472746, prevClosePrice=5750, prevOpenInterest=9900
symbol='MAINIDX', expiryDate='27JUL23', strike='19200', option='PE', LTP=57495, LTQ=100, totalTradedVolume=100, bestBid=57329, bestAsk=57620, bestBidQty=50, bestAskQty=200, openInterest=70950, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472887, prevClosePrice=7200, prevOpenInterest=7350
symbol='ALLBANKS', expiryDate='31AUG23', strike='40000', option='CE', LTP=434300, LTQ=0, totalTradedVolume=0, bestBid=419080, bestAsk=429595, bestBidQty=450, bestAskQty=30, openInterest=7545, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472485, prevClosePrice=4035, prevOpenInterest=2400
symbol='ALLBANKS', expiryDate='31AUG23', strike='44300', option='CE', LTP=83000, LTQ=0, totalTradedVolume=0, bestBid=82135, bestAsk=83070, bestBidQty=15, bestAskQty=375, openInterest=2040, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471997, prevClosePrice=2265, prevOpenInterest=1155
symbol='ALLBANKS', expiryDate='27JUL23', strike='45100', option='PE', LTP=110845, LTQ=0, totalTradedVolume=0, bestBid=115345, bestAsk=117784, bestBidQty=100, bestAskQty=25, openInterest=10550, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472857, prevClosePrice=6700, prevOpenInterest=5400
symbol='FINANCIALS', expiryDate='04JUL23', strike='20350', option='CE', LTP=80, LTQ=600, totalTradedVolume=600, bestBid=80, bestAsk=85, bestBidQty=1920, bestAskQty=2600, openInterest=64640, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472335, prevClosePrice=329560, prevOpenInterest=184720
symbol='MAINIDX', expiryDate='28SEP23', strike='17500', option='PE', LTP=7700, LTQ=600, totalTradedVolume=600, bestBid=7600, bestAsk=7659, bestBidQty=50, bestAskQty=50, openInterest=193900, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=471706, prevClosePrice=14300, prevOpenInterest=15900
symbol='ALLBANKS', expiryDate='27JUL23', strike='39000', option='CE', LTP=508925, LTQ=25, totalTradedVolume=25, bestBid=507135, bestAsk=509425, bestBidQty=25, bestAskQty=75, openInterest=49100, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472536, prevClosePrice=4275, prevOpenInterest=5400
symbol='MAINIDX', expiryDate='20JUL23', strike='18350', option='PE', LTP=6950, LTQ=0, totalTradedVolume=0, bestBid=7430, bestAsk=7625, bestBidQty=850, bestAskQty=850, openInterest=6150, timestamp=Sun Jul 02 20:56:53 IST 2023, sequence=471561, prevClosePrice=11100, prevOpenInterest=5850
symbol='FINANCIALS', expiryDate='11JUL23', strike='21500', option='CE', LTP=500, LTQ=0, totalTradedVolume=0, bestBid=500, bestAsk=500, bestBidQty=0, bestAskQty=0, openInterest=0, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472689, prevClosePrice=5400, prevOpenInterest=680
symbol='ALLBANKS', expiryDate='31AUG23', strike='41500', option='CE', LTP=291250, LTQ=0, totalTradedVolume=0, bestBid=240210, bestAsk=308535, bestBidQty=510, bestAskQty=450, openInterest=0, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472015, prevClosePrice=2310, prevOpenInterest=2310
symbol='MAINIDX', expiryDate='27JUL23', strike='17550', option='PE', LTP=1535, LTQ=200, totalTradedVolume=200, bestBid=1510, bestAsk=1550, bestBidQty=100, bestAskQty=100, openInterest=48450, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472528, prevClosePrice=42450, prevOpenInterest=13150
symbol='ALLBANKS', expiryDate='06JUL23', strike='44100', option='CE', LTP=23170, LTQ=608025, totalTradedVolume=608025, bestBid=23170, bestAsk=23190, bestBidQty=200, bestAskQty=50, openInterest=2592675, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472392, prevClosePrice=355300, prevOpenInterest=530900
symbol='MAINIDX', expiryDate='06JUL23', strike='18600', option='PE', LTP=9800, LTQ=803900, totalTradedVolume=803900, bestBid=9785, bestAsk=9790, bestBidQty=50, bestAskQty=50, openInterest=7722000, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472720, prevClosePrice=558500, prevOpenInterest=626000
symbol='MAINIDX', expiryDate='20JUL23', strike='18800', option='PE', LTP=24000, LTQ=0, totalTradedVolume=0, bestBid=25565, bestAsk=26905, bestBidQty=450, bestAskQty=450, openInterest=3400, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472909, prevClosePrice=7550, prevOpenInterest=6450
symbol='ALLBANKS', expiryDate='31AUG23', strike='43100', option='PE', LTP=41920, LTQ=0, totalTradedVolume=0, bestBid=44820, bestAsk=46565, bestBidQty=15, bestAskQty=15, openInterest=1605, timestamp=Sun Jul 02 20:56:53 IST 2023, sequence=471513, prevClosePrice=105, prevOpenInterest=150
symbol='ALLBANKS', expiryDate='28SEP23', strike='43000', option='CE', LTP=205000, LTQ=0, totalTradedVolume=0, bestBid=190630, bestAsk=200950, bestBidQty=450, bestAskQty=15, openInterest=735, timestamp=Sun Jul 02 20:56:54 IST 2023, sequence=472671, prevClosePrice=525, prevOpenInterest=1020
